record_id,redcap_repeat_instrument,redcap_repeat_instance,form_name,field_name,nlp_derived,field_type,field_label,field_note,text_validation_type_or_sh,identifier,extract_label,for_cbioportal,for_docs_site,for_test_portal,fill_value,reasons_for_missing_data,souce_from_idb_or_cdm,adapted_from_col,adapted_from_table,extract_name_id,palantir_dataset,palantir_unified_column,epic_table_name,epic_column_name
14,metadata,43,Pathology Heme Notes Parsed,BONE_MARROW_ASPIRATE_SMEAR,y,STRING,"Pathology Report, Heme (Bone Marrow Aspirate)",Regex segmented portion of the report,,,,,,,,,,,,,,,,
14,metadata,44,Pathology Heme Notes Parsed,PERIPHERAL_BLOOD,y,STRING,"Pathology Report, Heme (Peripheral Blood)",Regex segmented portion of the report,,,,,,,,,,,,,,,,
14,metadata,45,Pathology Heme Notes Parsed,IMMUNOHISTOCHEMISTRY,y,STRING,"Pathology Report, Heme (Immunohistochemistry)",Regex segmented portion of the report,,,,,,,,,,,,,,,,
14,metadata,46,Pathology Heme Notes Parsed,FLOW_CYTOMETRIC_ANALYSIS_PERIPHERAL_BLOOD,y,STRING,"Pathology Report, Heme (Flow PB)",Regex segmented portion of the report,,,,,,,,,,,,,,,,
14,metadata,47,Pathology Heme Notes Parsed,FLOW_CYTOMETRIC_ANALYSIS_BONE_MARROW,y,STRING,"Pathology Report, Heme (Flow GM)",Regex segmented portion of the report,,,,,,,,,,,,,,,,
14,metadata,48,Pathology Heme Notes Parsed,CYTOGENETIC_STUDIES,y,STRING,"Pathology Report, Heme (Cytogenetic Studies)",Regex segmented portion of the report,,,,,,,,,,,,,,,,
14,metadata,49,Pathology Heme Notes Parsed,MOLECULAR STUDIES,y,STRING,"Pathology Report, Heme (Molecular Studies)",Regex segmented portion of the report,,,,,,,,,,,,,,,,
14,metadata,50,Pathology Heme Notes Parsed,SIGNED_OUT_BY_TO_END,y,STRING,"Pathology Report, Heme (Other Sections)",Remaining text of heme report,,y,,,,,,,,,,,,,,
14,metadata,51,Pathology Heme Bone Marrow Bx,ACCESSION_NUMBER,,STRING,Pathology Report ID,Pathology Report ID (PHI),,y,,,,,,,,,,,,,,
14,metadata,52,Pathology Heme Bone Marrow Bx,BONE_MARROW_BIOPSY,y,STRING,"Pathology Report, Heme (Bone Marrow Bx)",Regex segmented portion of the report,,,,,,,,,,BONE_MARROW_BIOPSY,pathology/table_pathology_heme_notes_parsed.tsv,,,,,
14,metadata,53,Pathology Heme Bone Marrow Bx,CELLULARITY,y,STRING,Cellularity,Segmented value from `BONE_MARROW_BIOPSY` in pathology/table_pathology_heme_notes_parsed.tsv,,,,,,,,,,,,,,,,
14,metadata,54,Pathology Heme Bone Marrow Bx,QUALITY,y,STRING,Quality,Segmented value from `BONE_MARROW_BIOPSY` in pathology/table_pathology_heme_notes_parsed.tsv,,,,,,,,,,,,,,,,
14,metadata,55,Pathology Heme Bone Marrow Bx,MYELOID_LINEAGE,y,STRING,Myeloid Lineage,Segmented value from `BONE_MARROW_BIOPSY` in pathology/table_pathology_heme_notes_parsed.tsv,,,,,,,,,,,,,,,,
14,metadata,56,Pathology Heme Bone Marrow Bx,ERYTHROID_LINEAGE,y,STRING,Erythroid Lineage,Segmented value from `BONE_MARROW_BIOPSY` in pathology/table_pathology_heme_notes_parsed.tsv,,,,,,,,,,,,,,,,
14,metadata,57,Pathology Heme Bone Marrow Bx,MEGAKARYOCYTES,y,STRING,Megakaryocytes,Segmented value from `BONE_MARROW_BIOPSY` in pathology/table_pathology_heme_notes_parsed.tsv,,,,,,,,,,,,,,,,
14,metadata,58,Pathology Heme Bone Marrow Bx,PLASMA_CELLS,y,STRING,Plasma Cells,Segmented value from `BONE_MARROW_BIOPSY` in pathology/table_pathology_heme_notes_parsed.tsv,,,,,,,,,,,,,,,,
14,metadata,59,Pathology Heme Bone Marrow Bx,CONGO_RED,y,STRING,Congo Red,Segmented value from `BONE_MARROW_BIOPSY` in pathology/table_pathology_heme_notes_parsed.tsv,,,,,,,,,,,,,,,,
14,metadata,60,Pathology Heme Bone Marrow Bx,ASPIRATE_DIFFERENTIAL,y,STRING,Aspirate Differential,Segmented value from `BONE_MARROW_BIOPSY` in pathology/table_pathology_heme_notes_parsed.tsv,,,,,,,,,,,,,,,,
14,metadata,61,Pathology Heme Bone Marrow Bx,BLASTS,y,STRING,Blasts,Segmented value from `BONE_MARROW_BIOPSY` in pathology/table_pathology_heme_notes_parsed.tsv,,,,,,,,,,,,,,,,
14,metadata,62,Pathology Heme Bone Marrow Bx,PROMYELOCYTES,y,STRING,Promyelocytes,Segmented value from `BONE_MARROW_BIOPSY` in pathology/table_pathology_heme_notes_parsed.tsv,,,,,,,,,,,,,,,,
14,metadata,63,Pathology Heme Bone Marrow Bx,MYELOCYTES,y,STRING,Myelocytes,Segmented value from `BONE_MARROW_BIOPSY` in pathology/table_pathology_heme_notes_parsed.tsv,,,,,,,,,,,,,,,,
14,metadata,64,Pathology Heme Bone Marrow Bx,MONOCYTES,y,STRING,Monocytes,Segmented value from `BONE_MARROW_BIOPSY` in pathology/table_pathology_heme_notes_parsed.tsv,,,,,,,,,,,,,,,,
14,metadata,65,Pathology Heme Bone Marrow Bx,EOSINOPHILS,y,STRING,Eosinophils,Segmented value from `BONE_MARROW_BIOPSY` in pathology/table_pathology_heme_notes_parsed.tsv,,,,,,,,,,,,,,,,
14,metadata,66,Pathology Heme Bone Marrow Bx,BASOPHILS,y,STRING,Basophils,Segmented value from `BONE_MARROW_BIOPSY` in pathology/table_pathology_heme_notes_parsed.tsv,,,,,,,,,,,,,,,,
14,metadata,67,Pathology Heme Bone Marrow Bx,ERYTHROID_PRECURSORS,y,STRING,Erythroid Precursors,Segmented value from `BONE_MARROW_BIOPSY` in pathology/table_pathology_heme_notes_parsed.tsv,,,,,,,,,,,,,,,,
14,metadata,68,Pathology Heme Bone Marrow Bx,LYMPHOCYTES,y,STRING,Lymphocytes,Segmented value from `BONE_MARROW_BIOPSY` in pathology/table_pathology_heme_notes_parsed.tsv,,,,,,,,,,,,,,,,
14,metadata,69,Pathology Heme Bone Marrow Bx,NUCLEATED_RBC,y,STRING,Nucleated Rbc,Segmented value from `BONE_MARROW_BIOPSY` in pathology/table_pathology_heme_notes_parsed.tsv,,,,,,,,,,,,,,,,
14,metadata,70,Pathology Heme Bone Marrow Bx,NUMBER_OF_CELLS_COUNTED,y,STRING,Number Of Cells Counted,Segmented value from `BONE_MARROW_BIOPSY` in pathology/table_pathology_heme_notes_parsed.tsv,,,,,,,,,,,,,,,,
14,metadata,71,Pathology Heme Bone Marrow Bx,CLOT_SECTION,y,STRING,Clot Section,Segmented value from `BONE_MARROW_BIOPSY` in pathology/table_pathology_heme_notes_parsed.tsv,,,,,,,,,,,,,,,,
14,metadata,72,Pathology Heme Bone Marrow Bx,ME_RATIO,y,STRING,Me Ratio,Segmented value from `BONE_MARROW_BIOPSY` in pathology/table_pathology_heme_notes_parsed.tsv,,,,,,,,,,,,,,,,
14,metadata,73,Pathology Heme Bone Marrow Bx,METAMYELOCYTES,y,STRING,Metamyelocytes,Segmented value from `BONE_MARROW_BIOPSY` in pathology/table_pathology_heme_notes_parsed.tsv,,,,,,,,,,,,,,,,
14,metadata,74,Pathology Heme Bone Marrow Bx,NEUTROPHILS_BANDS,y,STRING,Neutrophils Bands,Segmented value from `BONE_MARROW_BIOPSY` in pathology/table_pathology_heme_notes_parsed.tsv,,,,,,,,,,,,,,,,
14,metadata,75,Pathology Heme Peripheral Blood,ACCESSION_NUMBER,,STRING,Pathology Report ID,Pathology Report ID (PHI),,y,,,,,,,,,,,,,,
14,metadata,76,Pathology Heme Peripheral Blood,PERIPHERAL_BLOOD,y,STRING,"Pathology Report, Heme (Peripheral Blood)",Regex segmented portion of the report,,,,,,,,,,PERIPHERAL_BLOOD,pathology/table_pathology_heme_notes_parsed.tsv,,,,,
14,metadata,77,Pathology Heme Peripheral Blood,WBC,y,STRING,WBC,Segmented value from `PERIPHERAL_BLOOD` in pathology/table_pathology_heme_notes_parsed.tsv,,,,,,,,,,,,,,,,
14,metadata,78,Pathology Heme Peripheral Blood,HBG,y,STRING,HBG,Segmented value from `PERIPHERAL_BLOOD` in pathology/table_pathology_heme_notes_parsed.tsv,,,,,,,,,,,,,,,,
14,metadata,79,Pathology Heme Peripheral Blood,HCT,y,STRING,HCT,Segmented value from `PERIPHERAL_BLOOD` in pathology/table_pathology_heme_notes_parsed.tsv,,,,,,,,,,,,,,,,
14,metadata,80,Pathology Heme Peripheral Blood,MCV,y,STRING,MCV,Segmented value from `PERIPHERAL_BLOOD` in pathology/table_pathology_heme_notes_parsed.tsv,,,,,,,,,,,,,,,,
14,metadata,81,Pathology Heme Peripheral Blood,RDW,y,STRING,RDW,Segmented value from `PERIPHERAL_BLOOD` in pathology/table_pathology_heme_notes_parsed.tsv,,,,,,,,,,,,,,,,
14,metadata,82,Pathology Heme Peripheral Blood,ANC,y,STRING,ANC,Segmented value from `PERIPHERAL_BLOOD` in pathology/table_pathology_heme_notes_parsed.tsv,,,,,,,,,,,,,,,,
14,metadata,83,Pathology Heme Peripheral Blood,PLATELETS,y,STRING,PLATELETS,Segmented value from `PERIPHERAL_BLOOD` in pathology/table_pathology_heme_notes_parsed.tsv,,,,,,,,,,,,,,,,
14,metadata,84,Pathology Heme Peripheral Blood,MCH,y,STRING,MCH,Segmented value from `PERIPHERAL_BLOOD` in pathology/table_pathology_heme_notes_parsed.tsv,,,,,,,,,,,,,,,,
14,metadata,85,Pathology Heme Peripheral Blood,MCHC,y,STRING,MCHC,Segmented value from `PERIPHERAL_BLOOD` in pathology/table_pathology_heme_notes_parsed.tsv,,,,,,,,,,,,,,,,
14,metadata,86,Pathology Heme Peripheral Blood,NEUTROPHIL,y,STRING,NEUTROPHIL,Segmented value from `PERIPHERAL_BLOOD` in pathology/table_pathology_heme_notes_parsed.tsv,,,,,,,,,,,,,,,,
14,metadata,87,Pathology Heme Peripheral Blood,MONO,y,STRING,MONO,Segmented value from `PERIPHERAL_BLOOD` in pathology/table_pathology_heme_notes_parsed.tsv,,,,,,,,,,,,,,,,
14,metadata,88,Pathology Heme Peripheral Blood,EOS,y,STRING,EOS,Segmented value from `PERIPHERAL_BLOOD` in pathology/table_pathology_heme_notes_parsed.tsv,,,,,,,,,,,,,,,,
14,metadata,89,Pathology Heme Peripheral Blood,BASO,y,STRING,BASO,Segmented value from `PERIPHERAL_BLOOD` in pathology/table_pathology_heme_notes_parsed.tsv,,,,,,,,,,,,,,,,
14,metadata,90,Pathology Heme Peripheral Blood,IMMATURE_GRANULOCYTE,y,STRING,IMMATURE GRANULOCYTE,Segmented value from `PERIPHERAL_BLOOD` in pathology/table_pathology_heme_notes_parsed.tsv,,,,,,,,,,,,,,,,
14,metadata,91,Pathology Heme Peripheral Blood,LYMPH,y,STRING,LYMPH,Segmented value from `PERIPHERAL_BLOOD` in pathology/table_pathology_heme_notes_parsed.tsv,,,,,,,,,,,,,,,,
14,metadata,92,Pathology Heme Peripheral Blood,NUCLEATED_RBC,y,STRING,NUCLEATED RBC,Segmented value from `PERIPHERAL_BLOOD` in pathology/table_pathology_heme_notes_parsed.tsv,,,,,,,,,,,,,,,,
14,metadata,93,Pathology Heme Peripheral Blood,ABS_NEUT,y,STRING,ABS NEUT,Segmented value from `PERIPHERAL_BLOOD` in pathology/table_pathology_heme_notes_parsed.tsv,,,,,,,,,,,,,,,,
14,metadata,94,Pathology Heme Peripheral Blood,ABS_MONO,y,STRING,ABS MONO,Segmented value from `PERIPHERAL_BLOOD` in pathology/table_pathology_heme_notes_parsed.tsv,,,,,,,,,,,,,,,,
14,metadata,95,Pathology Heme Peripheral Blood,ABS_EOS,y,STRING,ABS EOS,Segmented value from `PERIPHERAL_BLOOD` in pathology/table_pathology_heme_notes_parsed.tsv,,,,,,,,,,,,,,,,
14,metadata,96,Pathology Heme Peripheral Blood,ABS_BASO,y,STRING,ABS BASO,Segmented value from `PERIPHERAL_BLOOD` in pathology/table_pathology_heme_notes_parsed.tsv,,,,,,,,,,,,,,,,
14,metadata,97,Pathology Heme Peripheral Blood,ABS_IMMATURE_GRANULOCYTE,y,STRING,ABS IMMATURE GRANULOCYTE,Segmented value from `PERIPHERAL_BLOOD` in pathology/table_pathology_heme_notes_parsed.tsv,,,,,,,,,,,,,,,,
14,metadata,98,Pathology Heme Peripheral Blood,ABS_LYMPH,y,STRING,ABS LYMPH,Segmented value from `PERIPHERAL_BLOOD` in pathology/table_pathology_heme_notes_parsed.tsv,,,,,,,,,,,,,,,,
14,metadata,99,Pathology Heme Peripheral Blood,MORPHOLOGY,y,STRING,MORPHOLOGY,Segmented value from `PERIPHERAL_BLOOD` in pathology/table_pathology_heme_notes_parsed.tsv,,,,,,,,,,,,,,,,
14,metadata,100,Pathology Surgical Specimen Section,ACCESSION_NUMBER,,STRING,Pathology Report ID,Pathology Report ID (PHI),,y,,,,,,,,,,,,,,
14,metadata,101,Pathology Surgical Specimen Section,PATH_DX_SPEC_NUM,y,STRING,"Pathology Report, Surgical (Part Number)","Segmented surgical pathology report, diagnosis section, individual part number. This is a further segmented version of pathology/table_pathology_surgical_notes_parsed.tsv",,,,,,,,,,,,,,,,
14,metadata,102,Pathology Surgical Specimen Section,PATH_DX_SPEC_TITLE,y,STRING,"Pathology Report, Surgical (Part Title)","Segmented surgical pathology report, diagnosis section, individual part name or title. This is a further segmented version of pathology/table_pathology_surgical_notes_parsed.tsv",,y,,,,,,,,,,,,,,
14,metadata,103,Pathology Surgical Specimen Section,PATH_DX_SPEC_DESC,y,STRING,"Pathology Report, Surgical (Part Description)","Segmented surgical pathology report, diagnosis section, individual part description or diagnosis including ""synoptic"" data. This is a further segmented version of pathology/table_pathology_surgical_notes_parsed.tsv",,y,,,,,,,,,,,,,,
14,metadata,104,Pathology Surgical PD-L1 Raw,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,,,,,
14,metadata,105,Pathology Surgical PD-L1 Raw,PATH_REPORT_TYPE,,STRING,Pathology Report Type,Detailed description for pathology report type,,,,,,,,,,PATH_REPORT_TYPE,pathology/table_pathology_clean.tsv,,,,,
14,metadata,106,Pathology Surgical PD-L1 Raw,ACCESSION_NUMBER,,STRING,Pathology Report ID,Pathology Report ID (PHI),,y,,,,,,,,,,,,,,
14,metadata,107,Pathology Surgical PD-L1 Raw,PATH_REPORT_NOTE,,STRING,Pathology Report Note,Concatenation of `path_prpt_p1` and `path_prpt_p2` from pathology/ddp_pathology_reports.tsv,,y,,,,,,,,PATH_REPORT_NOTE,pathology/table_pathology_clean.tsv,,,,,
14,metadata,107,Pathology Surgical PD-L1 Raw,DTE_PATH_PROCEDURE,,STRING,Date of Pathology Report,Date that the pathology report was created,date_mdy,y,,,,,,,,,,,,,,
14,metadata,108,Pathology Surgical PD-L1 Raw,MENTIONS_PDL1,y,STRING,Pathology Report Mentions PD-L1,Indicator if report mentions PD-L1 (Regex),,,,,,,,,,,,,,,,
14,metadata,109,Pathology Surgical PD-L1 Raw,PDL1_TEXT,y,STRING,PD-L1 Text (Masked),200 character buffer after PD-L1 is mentioned. Text masks names of antibodies. ,,y,,,,,,,,,,,,,,
14,metadata,110,Pathology Surgical PD-L1 Raw,PDL1_TEXT_DISPLAY,y,STRING,PD-L1 Text,200 character buffer after PD-L1 is mentioned. Text is not masked like in PDL1_TEXT,,y,,,,,,,,,,,,,,
14,metadata,111,Pathology Surgical PD-L1 Raw,E1L3N,y,STRING,Indicator Pathology Report Mentions E1L3N,Indicator Pathology Report Mentions E1L3N antibody within the PD-L1 text,,,,,,,,,,,,,,,,
14,metadata,112,Pathology Surgical PD-L1 Raw,SP-142,y,STRING,Indicator Pathology Report Mentions SP-142,Indicator Pathology Report Mentions SP-142 antibody within the PD-L1 text,,,,,,,,,,,,,,,,
14,metadata,113,Pathology Surgical PD-L1 Raw,SP-263,y,STRING,Indicator Pathology Report Mentions SP-263,Indicator Pathology Report Mentions SP-263 antibody within the PD-L1 text,,,,,,,,,,,,,,,,
14,metadata,114,Pathology Surgical PD-L1 Raw,CD-2764,y,STRING,Indicator Pathology Report Mentions CD-2764,Indicator Pathology Report Mentions CD-2764 antibody within the PD-L1 text,,,,,,,,,,,,,,,,
14,metadata,115,Pathology Surgical PD-L1 Raw,22C3,y,STRING,Indicator Pathology Report Mentions 22C3,Indicator Pathology Report Mentions 22C3 antibody within the PD-L1 text,,,,,,,,,,,,,,,,
14,metadata,116,Pathology Surgical PD-L1 Raw,HAS_PDL1_POS,y,STRING,Indicator PD-L1 Positive Mentioned in Report,"Indicator PD-L1 Positive Mentioned in Report (r""positive \(cps >=1|positive \(>=1"")",,,,,,,,,,,,,,,,
14,metadata,117,Pathology Surgical PD-L1 Raw,HAS_PDL1_NEG,y,STRING,Indicator PD-L1 Negative Mentioned in Report,"Indicator PD-L1 Negative Mentioned in Report (r""(?:no[\s]*labeling[\s]*is[\s]*seen[\s]*in[\s]*tumor[\s]*cells|negative)"")",,,,,,,,,,,,,,,,
14,metadata,118,Pathology Surgical PD-L1 Raw,HAS_PDL1_PERC,y,STRING,Indicator PD-L1 Percentage Mentioned in Report,"Indicator PD-L1 Percentage Mentioned in Report (r""([<>=]*[ ]*[\d+\.\d+-]*\d+[\.\d+]*?[ ]*%)"")",,,,,,,,,,,,,,,,
14,metadata,119,Pathology Surgical PD-L1 Raw,HAS_PDL1_CPS_1,y,STRING,Indicator PD-L1 CPS Mentioned in Report (V1),"Indicator PD-L1 CPS Mentioned in Report (V1) (""([<>=]*\d+[\.\d]*?)(?=\s*\D*of 100)"" )",,,,,,,,,,,,,,,,
14,metadata,120,Pathology Surgical PD-L1 Raw,HAS_PDL1_CPS_2,y,STRING,Indicator PD-L1 CPS Mentioned in Report (V2),"Indicator PD-L1 CPS Mentioned in Report (V2) (r""combined[\s]*positiv[eity]+[\s]*score[^><=0-9]*"")",,,,,,,,,,,,,,,,
14,metadata,121,Pathology Surgical PD-L1 Raw,HAS_PDL1_TPS_1,y,STRING,Indicator PD-L1 TPS Mentioned in Report (V1),"Indicator PD-L1 TPS Mentioned in Report (V1) (r""tumor[\s]*proportion[\s]*score[^><=0-9]*"")",,,,,,,,,,,,,,,,
14,metadata,122,Pathology Surgical PD-L1 Raw,HAS_PDL1_TPS_2,y,STRING,Indicator PD-L1 TPS Mentioned in Report (V2),"Indicator PD-L1 TPS Mentioned in Report (V2) (r""[percentagecontribution]{10,12}[\s]*of[\s]*tumor[\s]*cells[^><=0-9]*"")",,,,,,,,,,,,,,,,
14,metadata,123,Pathology Surgical PD-L1 Raw,HAS_PDL1_IPS,y,STRING,Indicator PD-L1 IPS Mentioned in Report,"Indicator PD-L1 IPS Mentioned in Report (r""[percentagecontribution]{10,12}[\s]*of[\s]*[inflammatoryimmune]{6,12}[^><=0-9]*"")",,,,,,,,,,,,,,,,
14,metadata,124,Pathology Surgical PD-L1 Raw,PDl1_PERCENTAGE,y,STRING,PD-L1 Percentage Segmented,The segmented results from using the regex phrase in HAS_PDL1_POS,,,,,,,,,,,,,,,,
14,metadata,125,Pathology Surgical PD-L1 Raw,PDl1_CPS_1,y,STRING,PD-L1 CPS Segmented (V1),The segmented results from using the regex phrase in HAS_PDL1_CPS_1,,,,,,,,,,,,,,,,
14,metadata,126,Pathology Surgical PD-L1 Raw,PDl1_CPS_2,y,STRING,PD-L1 CPS Segmented (V2),The segmented results from using the regex phrase in HAS_PDL1_CPS_2,,,,,,,,,,,,,,,,
14,metadata,127,Pathology Surgical PD-L1 Raw,PDl1_TPS_1,y,STRING,PD-L1 TPS Segmented (V1),The segmented results from using the regex phrase in HAS_PDL1_TPS_1,,,,,,,,,,,,,,,,
14,metadata,128,Pathology Surgical PD-L1 Raw,PDl1_TPS_2,y,STRING,PD-L1 TPS Segmented (V2),The segmented results from using the regex phrase in HAS_PDL1_TPS_2,,,,,,,,,,,,,,,,
14,metadata,129,Pathology Surgical PD-L1 Raw,PDl1_IPS,y,STRING,PD-L1 IPS Segmented,The segmented results from using the regex phrase in HAS_PDL1_IPS,,,,,,,,,,,,,,,,
14,metadata,130,Pathology Surgical PD-L1 Raw,DEBUG_REQUIRED,y,STRING,PD-L1 Debug Required,Indicator that extracted values should be investigated prior to use,,,,,,,,,,,,,,,,
14,metadata,131,Pathology Surgical PD-L1 Raw,PDl1_PERCENTAGE_EST,y,STRING,PD-L1 Percentage Segmented (Clean),"This takes the first value in the list of `PD-L1 Percentage Segmented`, and casts to a float",,,,,,,,,,,,,,,,
14,metadata,132,Pathology Surgical PD-L1 Raw,PDl1_CPS_1_EST,y,STRING,"PD-L1 CPS Segmented (V1, Clean)","This takes the first value in the list of `PD-L1 CPS Segmented (V1)`, and casts to a float",,,,,,,,,,,,,,,,
14,metadata,133,Pathology Surgical PD-L1 Raw,PDl1_CPS_2_EST,y,STRING,"PD-L1 CPS Segmented (V2, Clean)","This takes the first value in the list of `PD-L1 CPS Segmented (V2)`, and casts to a float",,,,,,,,,,,,,,,,
14,metadata,134,Pathology Surgical PD-L1 Raw,PDl1_TPS_1_EST,y,STRING,"PD-L1 TPS Segmented (V1, Clean)","This takes the first value in the list of `PD-L1 TPS Segmented (V1)`, and casts to a float",,,,,,,,,,,,,,,,
14,metadata,135,Pathology Surgical PD-L1 Raw,PDl1_TPS_2_EST,y,STRING,"PD-L1 TPS Segmented (V2, Clean)","This takes the first value in the list of `PD-L1 TPS Segmented (V2)`, and casts to a float",,,,,,,,,,,,,,,,
14,metadata,136,Pathology Surgical PD-L1 Raw,PDl1_IPS_EST,y,STRING,PD-L1 IPS Segmented (Clean),"This takes the first value in the list of `PD-L1 IPS Segmented`, and casts to a float",,,,,,,,,,,,,,,,
14,metadata,137,Pathology Surgical PD-L1 Raw,PDL1_POSITIVE,y,STRING,Indicator for PD-L1 Positive,"If value in PD-L1 CPS Segmented (V1, Clean), PD-L1 CPS Segmented (V2, Clean), PD-L1 TPS Segmented (V1, Clean), PD-L1 TPS Segmented (V2, Clean), PD-L1 IPS Segmented (Clean) is greater than 1, call `Yes`",,,,,,,,,,,,,,,,
14,metadata,138,PD-L1 Positivity,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,,,,,
14,metadata,139,PD-L1 Positivity,START_DATE,,STRING,Date of PD-L1 Score,Date of report PD-L1 was measured,date_mdy,y,,,,,,,,DTE_PATH_PROCEDURE,Pathology Surgical PD-L1,,,,,
14,metadata,140,PD-L1 Positivity,STOP_DATE,,STRING,"Date of PD-L1 Score (End, DNU)",Do not use,,y,,,,,,,,,,,,,,
14,metadata,141,PD-L1 Positivity,EVENT_TYPE,,STRING,Event Type for PD-L1 Score,cbioportal column for place. Will be Diagnosis for now,,,,,,,,,,,,,,,,
14,metadata,142,PD-L1 Positivity,SUBTYPE,,STRING,Subtype for PD-L1,cbioportal column for place. Will be PD-L1 for now,,,,,,,,,,,,,,,,
14,metadata,143,PD-L1 Positivity,SOURCE,,STRING,Source of PD-L1,cbioportal column for place. Will be CDM for now,,,,,,,,,,,,,,,,
14,metadata,144,PD-L1 Positivity,PDL1_POSITIVE,y,STRING,Indicator for PD-L1 Positive,PD-L1 Yes/No derived from surgical pathology reports,,,,,,,,,,PDL1_POSITIVE,Pathology Surgical PD-L1,,,,,
14,metadata,145,Pathology Specimen Submitted,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,,,,,
14,metadata,146,Pathology Specimen Submitted,ACCESSION_NUMBER,,STRING,Pathology Report ID,Pathology Report ID (PHI),,y,,,,,,,,,,,,,,
14,metadata,147,Pathology Specimen Submitted,SPECIMEN_NUMBER,y,STRING,Pathology Report Part Number,Segmented part number from SPECIMEN_SUBMISSION_LIST in pathology/table_pathology_clean.tsv,,,,,,,,,,,,,,,,
14,metadata,148,Pathology Specimen Submitted,SPECIMEN_SUBMITTED,y,STRING,Pathology Report Part Description,Segmented part description from SPECIMEN_SUBMISSION_LIST in pathology/table_pathology_clean.tsv,,,,,,,,,,,,,,,,
14,metadata,149,Pathology Source Accession,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,,,,,
14,metadata,150,Pathology Source Accession,ACCESSION_NUMBER,,STRING,Pathology Report ID,Pathology Report ID (PHI),,y,,,,,,,,,,,,,,
14,metadata,151,Pathology Source Accession,SPECIMEN_NUMBER,y,STRING,Pathology Report Part Number,Part number identifier in ACCESSION_NUMBER,,,,,,,,,,,,,,,,
14,metadata,152,Pathology Source Accession,SOURCE_ACCESSION_NUMBER_0,y,STRING,Pathology Source Accession,Accession number that ACCESSION_NUMBER/SPECIMEN_NUMBER is first mentioned in,,y,,,,,,,,,,,,,,
14,metadata,153,Pathology Source Accession,SOURCE_SPEC_NUM_0,y,STRING,"Pathology Source Accession, Part Number",Part number in SOURCE_ACCESSION_NUMBER_0 that ACCESSION_NUMBER/SPECIMEN_NUMBER is first mentioned in,,,,,,,,,,,,,,,,
14,metadata,154,Pathology Source Accession,SOURCE_ACCESSION_NUMBER_0b,y,STRING,Pathology Source Accession (Secondary),Accession number that SOURCE_ACCESSION_NUMBER_0/SOURCE_SPEC_NUM_0 is first mentioned in,,y,,,,,,,,,,,,,,
14,metadata,155,Pathology Source Accession,SOURCE_SPEC_NUM_0b,y,STRING,"Pathology Source Accession, Part Number (Secondary)",Part number in SOURCE_ACCESSION_NUMBER_0b that SOURCE_ACCESSION_NUMBER_0/SOURCE_SPEC_NUM_0 is first mentioned in,,,,,,,,,,,,,,,,
14,metadata,156,Pathology Surgical DOP,ACCESSION_NUMBER,,STRING,Pathology Report ID,Pathology Report ID (PHI),,y,,,,,,,,,,,,,,
14,metadata,157,Pathology Surgical DOP,SPECIMEN_NUMBER,,STRING,Pathology Report Part Number,Part number identifier in ACCESSION_NUMBER,,,,,,,,,,,,,,,,
14,metadata,158,Pathology Surgical DOP,DATE_OF_PROCEDURE_SURGICAL,y,STRING,Pathology Specimen Date of Procedure,Date of procedure extracted from SPECIMEN_SUBMITTED in pathology/table_pathology_col_spec_sub.tsv OR from PATH_DX_SPEC_TITLE in pathology/table_pathology_surgical_samples_parsed_specimen.tsv,date_mdy,y,,,,,,,,,,,,,,
14,metadata,159,Pathology Surgical DOP,DOP_DATE_ERROR,,STRING,Pathology Specimen DOP Error,Create column for miswritten text,,,,,,,,,,,,,,,,
14,metadata,160,Pathology Impact Summary,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,,,,,
14,metadata,161,Pathology Impact Summary,SAMPLE_ID,,STRING,Sample ID,MSK-IMPACT Sample ID,,,,,,,,,,,,,,,,
14,metadata,162,Pathology Impact Summary,SPECIMEN_NUMBER_DMP,,STRING,Specimen Number of IMPACT Sample (DMP Report),Specimen Number of IMPACT Sample indicated in molecular pathology report,,,,,,,,,,,,,,,,
14,metadata,163,Pathology Impact Summary,SOURCE_ACCESSION_NUMBER_0,y,STRING,Source Accession Number of IMPACT Specimen ,Original pathology report accession number containing specimen used for IMPACT sequencing ,,y,,,,,,,,,,,,,,
14,metadata,164,Pathology Impact Summary,SOURCE_SPEC_NUM_0,y,STRING,Specimen Number of Source Accession Number ,Specimen Number (Part number) in Source Accession Number used for IMPACT sequencing  ,,,,,,,,,,,,,,,,
14,metadata,165,Pathology Impact Summary,SOURCE_ACCESSION_NUMBER_0b,y,STRING,Source Accession Number of IMPACT Specimen (Secondary),Original pathology report accession number containing specimen used for IMPACT sequencing ,,y,,,,,,,,,,,,,,
14,metadata,166,Pathology Impact Summary,SOURCE_SPEC_NUM_0b,y,STRING,Specimen Number of Source Accession Number (Secondary),Specimen Number (Part number) in Source Accession Number used for IMPACT sequencing  ,,,,,,,,,,,,,,,,
14,metadata,167,Pathology Impact Summary,ACCESSION_NUMBER_DMP,,STRING,IMPACT Report Accession Number ,IMPACT (molecular pathology) Report Accession Number ,,y,,,,,,,,,,,,,,
